video_path,label,category
aiEngine/dataset/raw\NonViolence\NV_851.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_757.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_684.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_950.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_533.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_718.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_908.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_512.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_683.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_48.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_684.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_700.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_918.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_374.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_968.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_584.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_658.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_228.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_821.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_807.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_794.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_232.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_580.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_74.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_444.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_959.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_593.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_740.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_262.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_897.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_302.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_27.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_27.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_924.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_586.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_707.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_690.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_697.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_488.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_753.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_23.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_504.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_16.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_326.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_346.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_329.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_933.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_708.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_100.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_490.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_149.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_625.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_209.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_525.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_393.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_44.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_435.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_685.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_266.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_14.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_809.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_732.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_759.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_402.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_975.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_249.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_872.avi,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_89.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_942.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_855.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_703.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_786.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_538.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_534.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_955.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_478.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_720.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_762.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_278.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_746.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_810.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_723.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_655.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_266.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_244.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_768.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_204.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_454.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_130.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_300.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_383.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_308.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_878.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_858.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_812.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_646.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_746.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_25.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_18.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_241.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_122.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_466.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_141.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_59.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_748.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_693.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_283.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_767.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_425.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_582.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_981.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_2.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_353.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_704.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_251.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_752.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_616.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_818.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_924.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_881.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_34.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_146.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_126.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_257.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_871.avi,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_370.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_81.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_491.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_973.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_799.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_169.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_530.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_963.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_427.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_489.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_656.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_727.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_744.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_627.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_221.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_471.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_392.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_112.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_546.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_802.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_376.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_935.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_879.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_731.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_508.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_180.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_10.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_184.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_813.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_275.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_42.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_847.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_814.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_567.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_287.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_122.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_431.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_336.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_168.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_952.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_580.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_55.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_291.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_716.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_239.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_591.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_368.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_231.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_635.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_99.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_352.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_945.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_116.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_159.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_484.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_474.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_107.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_193.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_63.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_229.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_585.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_545.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_332.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_518.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_494.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_485.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_724.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_565.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_552.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_293.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_752.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_965.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_188.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_856.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_286.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_650.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_624.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_157.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_842.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_197.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_484.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_661.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_444.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_495.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_853.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_679.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_15.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_487.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_900.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_694.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_170.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_461.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_365.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_294.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_113.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_714.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_65.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_682.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_841.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_252.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_576.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_709.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_60.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_13.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_242.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_997.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_805.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_214.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_730.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_511.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_292.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_820.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_563.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_978.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_549.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_521.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_673.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_643.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_761.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_806.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_566.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_915.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_921.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_645.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_29.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_989.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_91.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_568.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_352.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_130.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_423.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_320.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_777.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_854.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_267.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_475.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_505.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_133.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_951.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_177.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_289.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_173.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_732.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_227.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_993.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_450.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_91.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_722.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_325.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_678.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_829.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_552.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_413.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_349.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_425.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_305.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_623.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_232.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_749.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_307.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_642.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_888.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_379.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_916.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_653.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_368.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_250.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_54.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_764.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_68.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_819.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_1.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_83.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_336.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_886.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_969.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_160.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_180.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_309.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_178.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_713.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_136.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_583.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_514.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_45.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_314.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_696.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_165.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_719.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_470.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_82.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_570.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_319.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_734.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_153.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_189.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_72.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_51.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_713.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_366.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_206.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_769.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_137.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_199.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_488.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_73.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_242.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_699.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_24.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_430.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_263.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_724.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_721.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_793.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_745.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_183.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_187.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_966.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_399.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_706.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_710.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_428.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_596.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_803.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_265.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_685.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_660.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_216.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_835.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_453.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_75.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_98.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_673.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_239.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_511.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_604.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_748.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_118.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_527.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_757.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_876.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_866.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_415.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_848.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_415.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_40.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_737.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_203.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_761.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_832.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_828.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_831.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_739.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_409.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_207.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_974.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_430.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_190.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_11.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_174.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_524.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_775.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_455.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_829.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_107.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_753.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_597.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_561.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_397.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_43.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_904.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_962.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_725.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_961.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_497.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_159.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_968.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_839.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_711.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_630.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_677.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_73.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_208.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_846.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_439.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_485.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_369.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_321.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_918.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_675.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_278.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_877.avi,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_82.mp4,0,NonViolence
